O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
6600931,878038,P,210288.73,5/2/1995,1-URGENT,Clerk#000001774,0,"gly. regular, even foxes about the slyly"
6600932,155854,O,202262.52,3/21/1998,5-LOW,Clerk#000001824,0, platelets. special theodolites are fluffily about the slyly express 
6600933,432385,F,342320.09,1/23/1992,2-HIGH,Clerk#000005089,0,ealthy pinto beans wake after the final warhorses. t
6600934,1077652,O,294413.17,7/1/1998,3-MEDIUM,Clerk#000007734,0,hely blithely even requests. pending waters boost furiously accounts. ironic
6600935,1087960,F,253185.30,4/18/1992,4-NOT SPECIFIED,Clerk#000003950,0,nusual dinos promise alongside of the deposits. furiously re
6600960,326279,F,124391.68,4/23/1994,5-LOW,Clerk#000004355,0,lyly blithely pending requests. slyly ironic dependencies wake. furiousl
6600961,1258225,F,164690.59,6/21/1992,3-MEDIUM,Clerk#000008822,0,eodolites boost along the foxes. 
6600962,1486525,F,19537.99,2/6/1992,1-URGENT,Clerk#000006460,0,"leep furiously along the final theodolites. unusual, bold ideas x"
6600963,14528,O,87786.95,7/19/1998,4-NOT SPECIFIED,Clerk#000001871,0,cuses haggle carefully regular platelets. caref
6600964,1162999,O,66816.11,5/30/1997,2-HIGH,Clerk#000008845,0,gular asymptotes. slyly even accounts integrate furiou
6600965,14842,O,215465.04,11/15/1997,1-URGENT,Clerk#000000398,0,ns sleep fluffily about the furiously stealthy requests. fluffil
6600966,427075,F,122800.86,1/27/1995,4-NOT SPECIFIED,Clerk#000000399,0,ngside of the even instructions. quickly ironic deposits haggle fluffily speci
6600967,317680,O,111687.73,10/10/1997,3-MEDIUM,Clerk#000008276,0,lyly ironic instructions. blithely busy
6600992,733822,P,78134.88,4/10/1995,1-URGENT,Clerk#000004261,0, even requests across the quickly unusual instruc
6600993,336287,O,212893.75,5/30/1998,5-LOW,Clerk#000002826,0,d foxes are packages. slyl
6600994,1473460,F,41357.84,1/1/1992,2-HIGH,Clerk#000002284,0,y close requests! packages 
6600995,927206,F,306390.07,3/19/1993,5-LOW,Clerk#000008552,0,ccounts cajole along the blithely bold ac
6600996,35161,F,228524.51,4/30/1994,5-LOW,Clerk#000000747,0,"s are furiously against the special, even deposits: "
6600997,1427257,O,285031.69,10/27/1995,2-HIGH,Clerk#000009118,0,lithely final theodolites. slyly regular deposits haggle regularly after
6600998,1392449,F,100859.33,9/16/1993,3-MEDIUM,Clerk#000008327,0,"y even accounts. furiously unusual ideas nag: express, even deposit"
6600999,1379263,F,80280.51,10/21/1992,1-URGENT,Clerk#000003591,0,"gular pinto beans use slyly pending, unusual theodolites. unusual,"
6601024,266035,O,77289.64,1/12/1997,2-HIGH,Clerk#000000410,0,y unusual deposits boost slyly regular instructions. p
6601025,1226740,F,324527.49,11/8/1993,1-URGENT,Clerk#000008186,0,sly above the even foxes. carefully final 
6601026,290069,F,224209.88,11/13/1994,5-LOW,Clerk#000008674,0,endencies unwind sometimes 
6601027,187570,O,15196.75,2/15/1998,3-MEDIUM,Clerk#000003099,0,lly pending theodolites. unusual packages wake blithely blithely silent acco
6601028,986764,F,278118.84,6/13/1993,2-HIGH,Clerk#000002022,0,deposits cajole pending packages. furiously final requests use special reque
6601029,510359,O,234007.66,3/5/1996,3-MEDIUM,Clerk#000008020,0, fluffily even packages
6601030,596113,O,79900.30,10/16/1995,1-URGENT,Clerk#000008607,0,equests cajole blithely. pinto beans on the regular sauternes nag flu
6601031,368141,F,302067.94,6/12/1994,5-LOW,Clerk#000004607,0,latelets. furiously pending accounts affix quickly acro
6601056,1338428,O,54672.13,12/19/1997,3-MEDIUM,Clerk#000008650,0,"regular requests haggle against the regular, final theodolites. regula"
6601057,958414,F,207507.65,10/20/1994,5-LOW,Clerk#000009012,0,uriously regular accounts above 
6601058,1035994,F,190524.46,3/29/1992,3-MEDIUM,Clerk#000008714,0,. fluffily regular deposits hang after the carefully pending d
6601059,1435543,O,112562.70,12/7/1997,2-HIGH,Clerk#000001827,0,counts. slyly regular dependencies nag blithely-- slyly bold hockey pla
6601060,1143304,O,131411.53,12/5/1996,4-NOT SPECIFIED,Clerk#000004321,0,y permanently unusual packages-- pending de
6601061,500170,O,65542.33,5/12/1995,1-URGENT,Clerk#000002989,0,ss the regular requests? slyly ir
6601062,340112,F,38264.62,10/18/1993,5-LOW,Clerk#000007422,0,s deposits. furiously ironic dependencies are blit
6601063,1247941,F,158567.60,5/4/1994,5-LOW,Clerk#000004909,0,. fluffily final packag
6601088,1115372,O,35519.41,12/1/1996,4-NOT SPECIFIED,Clerk#000005085,0,bold accounts. idly even pearls despite the unusu
6601089,546374,P,195415.34,5/27/1995,3-MEDIUM,Clerk#000009449,0,yly. deposits use. s
6601090,1402786,F,11909.56,1/10/1993,1-URGENT,Clerk#000008064,0,gular theodolites along the furiously silent reques
6601091,1099127,F,120392.98,3/18/1995,1-URGENT,Clerk#000005475,0,ependencies. furiously
6601092,520780,F,20948.17,1/31/1995,5-LOW,Clerk#000001007,0,sly regular requests
6601093,217105,O,10793.73,1/3/1996,4-NOT SPECIFIED,Clerk#000007642,0, nag carefully regular packages. quickly final requests must serve 
6601094,872716,F,221357.27,2/20/1995,2-HIGH,Clerk#000005160,0,ronic packages sleep carefully behind the slyly pend
6601095,705008,F,331371.49,8/31/1994,3-MEDIUM,Clerk#000005039,0,es. dolphins need to use evenly carefu
6601120,568901,F,11090.16,10/24/1992,1-URGENT,Clerk#000002532,0, according to the q
6601121,507260,F,136947.87,7/30/1994,2-HIGH,Clerk#000006051,0,riously unusual foxes. even depths sleep quickly. regular accounts
6601122,1014451,O,101194.65,1/16/1997,5-LOW,Clerk#000002106,0,riously express instruction
6601123,873190,O,184878.13,2/14/1998,1-URGENT,Clerk#000002470,0,ctions are fluffily behind the carefully final packages: carefully permanen
6601124,1192742,P,82692.56,3/12/1995,1-URGENT,Clerk#000000174,0,instructions breach quic
6601125,403160,F,156300.41,10/15/1992,4-NOT SPECIFIED,Clerk#000007949,0,regular packages. finally express request
6601126,399988,F,30997.89,4/30/1992,2-HIGH,Clerk#000007234,0,xpress theodolites use agains
6601127,1094795,O,213448.96,1/1/1996,4-NOT SPECIFIED,Clerk#000008515,0,atelets was slyly iron
6601152,1205503,F,48658.09,2/10/1994,2-HIGH,Clerk#000000228,0,lithely beside the carefully spec
6601153,379574,F,5203.12,2/6/1994,1-URGENT,Clerk#000006662,0,"pecial, special pinto beans cajole carefully. regular accounts "
6601154,1485271,O,32391.79,3/18/1997,3-MEDIUM,Clerk#000006994,0,"ajole fluffily special, ironic courts. unusual accounts a"
6601155,1449589,P,194096.76,3/5/1995,2-HIGH,Clerk#000002692,0, pinto beans. excuses are 
6601156,233927,F,152448.81,5/30/1994,3-MEDIUM,Clerk#000000332,0, beans wake quickly. final requests sleep carefully around the furiously fin
6601157,99572,O,125952.83,9/4/1997,5-LOW,Clerk#000007722,0,ages after the furi
6601158,1002898,O,38783.88,7/27/1996,2-HIGH,Clerk#000008051,0,ages. doggedly pending packages cajole. carefully furious package
6601159,184099,F,132713.74,2/6/1995,1-URGENT,Clerk#000006703,0,pliers. theodolites are carefully dolphins. packages affix furiously. sl
6601184,1139209,F,114869.60,6/19/1994,4-NOT SPECIFIED,Clerk#000008908,0,slyly even dependencies. quickly final foxes thrash fluffily. carefully speci
6601185,652229,F,30249.85,9/11/1994,1-URGENT,Clerk#000000949,0,gside of the silent pla
6601186,6608,O,166647.36,7/16/1998,5-LOW,Clerk#000006292,0, special pinto beans boost. regu
6601187,54820,O,256357.54,11/27/1997,2-HIGH,Clerk#000005898,0,its sleep furiously regular theodolites. final account
6601188,326177,O,201541.57,11/28/1997,4-NOT SPECIFIED,Clerk#000002605,0,"egular foxes after the pending, unusual pinto beans maint"
6601189,1046623,F,99779.05,7/31/1992,1-URGENT,Clerk#000008485,0,"s dependencies haggle daringly. ironic, final theodolites thrash quiet"
6601190,66871,F,58830.79,8/23/1994,2-HIGH,Clerk#000000902,0,lly bold packages. slyl
6601191,397381,O,124675.29,8/18/1995,2-HIGH,Clerk#000004178,0,lites? furiously special dolphins unwind furiou
6601216,755098,F,250975.15,8/21/1992,1-URGENT,Clerk#000002715,0,"even, ironic account"
6601217,918322,P,289116.49,2/24/1995,1-URGENT,Clerk#000007676,0,the ironic theodolites. accounts according to the blithely pending 
6601218,709901,F,167455.79,1/9/1993,5-LOW,Clerk#000007502,0,. quickly ironic asymptotes along the 
6601219,301247,O,83422.70,6/19/1996,1-URGENT,Clerk#000008002,0,blithely regular deposits. carefully unusual packages arou
6601220,556837,F,46259.07,9/21/1994,3-MEDIUM,Clerk#000009108,0,ously even pinto beans. ironic foxes are slyly even ideas. unusual pa
6601221,250220,O,265756.59,4/14/1997,2-HIGH,Clerk#000002886,0,"slyly regular requests wake evenly after the special, fina"
6601222,941197,O,68678.34,4/22/1998,2-HIGH,Clerk#000001549,0,nstructions against the slyly express ideas haggle aro
6601223,1173365,F,97962.50,7/26/1994,5-LOW,Clerk#000009729,0,fully express asymptotes; final packages 
6601248,232838,F,220925.92,12/15/1994,1-URGENT,Clerk#000001393,0,tes might mold. regular theodolites wake carefully
6601249,1298959,F,180192.12,2/24/1995,2-HIGH,Clerk#000003353,0,ular foxes are quickly carefully 
6601250,575593,O,34458.73,12/11/1996,1-URGENT,Clerk#000003617,0,ly final instructions. fl
6601251,480064,P,270171.54,3/31/1995,3-MEDIUM,Clerk#000007762,0,riously express asymptote
6601252,1422853,O,15326.07,12/5/1996,5-LOW,Clerk#000003924,0,uffily; express deposits according to the accounts haggle about the furiously
6601253,869890,F,116941.56,2/7/1994,5-LOW,Clerk#000009056,0," daring, bold requests. furiously busy depo"
6601254,1219840,O,320317.56,10/18/1996,2-HIGH,Clerk#000008868,0,requests. express deposits cajole fluffily special accounts. final de
6601255,1334998,O,208157.75,12/5/1996,5-LOW,Clerk#000003574,0,st the quickly regular braids. regular r
6601280,289945,F,7120.22,11/25/1992,3-MEDIUM,Clerk#000007099,0,tructions are blithely. furiously pend
6601281,1080203,F,206418.25,6/2/1994,3-MEDIUM,Clerk#000005501,0,ress requests. slyly pen
6601282,464239,F,52472.22,12/5/1993,5-LOW,Clerk#000003365,0,"he daring, regular pinto beans w"
6601283,943279,F,163305.25,3/10/1993,5-LOW,Clerk#000000956,0,t theodolites. packages wake slyly among the carefully regul
6601284,168341,F,136867.54,7/2/1994,1-URGENT,Clerk#000001790,0, instructions unwind furiously. deposits 
6601285,297959,F,129684.94,5/23/1993,2-HIGH,Clerk#000007437,0,nusual packages. ironic accounts boost. quickly fin
6601286,793123,O,188349.39,6/7/1998,2-HIGH,Clerk#000003259,0,l accounts impress unusual foxes. carefully final excuses 
6601287,989828,F,181793.56,8/1/1992,3-MEDIUM,Clerk#000006980,0,lways after the unusual pinto beans. slyly ruth
6601312,1028006,O,137372.45,3/24/1996,1-URGENT,Clerk#000004064,0,"ts wake fluffily across the slyly final ideas. ironic, unu"
6601313,688825,O,94883.26,12/22/1997,3-MEDIUM,Clerk#000008750,0,nts haggle carefully pending deposits. care
6601314,60679,O,299758.25,10/12/1995,4-NOT SPECIFIED,Clerk#000004579,0,phins. final deposits use blithely among the speci
6601315,1313275,O,202864.75,6/14/1996,1-URGENT,Clerk#000007313,0,longside of the packages haggle closely slyly bold ideas: slyl
6601316,1190687,F,202912.94,3/13/1995,1-URGENT,Clerk#000007797,0,egular foxes are furi
6601317,364019,F,212210.56,5/15/1992,5-LOW,Clerk#000007108,0,t furiously! bravely pending requests are 
6601318,1056031,F,105074.81,8/14/1994,3-MEDIUM,Clerk#000008687,0,counts cajole quickly at t
6601319,699214,O,59104.60,1/13/1996,4-NOT SPECIFIED,Clerk#000000385,0,totes. pending accounts nag quickly 
6601344,680227,O,205143.88,6/16/1996,4-NOT SPECIFIED,Clerk#000009264,0,wake carefully requests. deposi
6601345,1060225,O,202555.09,2/18/1998,2-HIGH,Clerk#000008341,0,slyly slyly unusual reques
6601346,668668,O,184516.59,12/2/1997,2-HIGH,Clerk#000002541,0,ular deposits. quickly b
6601347,301904,O,191903.21,6/26/1996,4-NOT SPECIFIED,Clerk#000004551,0, regular pinto beans will are blithely. blithely ir
6601348,1097629,O,195586.98,6/21/1997,5-LOW,Clerk#000004076,0,ar packages are slyly express theodolites. always silent
6601349,844096,F,1140.93,11/22/1993,4-NOT SPECIFIED,Clerk#000003899,0,xcuses sleep furiously. blithely even accounts sleep carefully 
6601350,1214507,O,91898.85,2/7/1997,1-URGENT,Clerk#000008059,0,s wake blithely alongside of the slyly regular instructions. final ac
6601351,211522,O,147281.52,2/19/1997,5-LOW,Clerk#000004713,0,e against the special accounts. even requests nag furiously unusual 
6601376,31699,F,323193.27,1/22/1992,5-LOW,Clerk#000006486,0, after the even patterns. ironic platelets sublate re
6601377,245417,O,26794.27,7/4/1998,3-MEDIUM,Clerk#000005613,0,ironic foxes against the enticin
6601378,1215445,O,169722.44,12/26/1996,5-LOW,Clerk#000001686,0,refully even packages cajole quickly above the f
6601379,976850,O,227809.28,3/2/1996,5-LOW,Clerk#000000680,0, deposits must have to boost slyly express instruct
6601380,410605,O,137506.38,5/16/1997,3-MEDIUM,Clerk#000008175,0,"lyly regular ideas cajole platelets. unusual ideas use fluffily. even, regular"
6601381,1027972,O,98584.91,1/8/1998,4-NOT SPECIFIED,Clerk#000002930,0,lithely final theodolites! furiously ironic requests detect ac
6601382,120091,O,27641.78,12/30/1995,3-MEDIUM,Clerk#000005505,0,s. evenly final requests haggle car
6601383,841153,F,167522.39,11/12/1994,3-MEDIUM,Clerk#000009602,0,ts wake carefully. regular platelets thrash slyly above the 
6601408,1230116,O,104303.35,5/16/1998,3-MEDIUM,Clerk#000002088,0,onic accounts was slyly across the excuses. carefully brave packages are c
6601409,44251,O,43823.72,9/14/1997,5-LOW,Clerk#000001201,0,ully theodolites. silent packages boost. furio
6601410,1201643,O,197314.05,7/28/1995,3-MEDIUM,Clerk#000001926,0,furious packages. ironic accounts haggle. blithely iron
6601411,10919,O,185988.97,2/27/1998,2-HIGH,Clerk#000001564,0,y slyly even requests. ideas after the even deposits snooze bli
6601412,513998,O,255545.42,10/21/1995,1-URGENT,Clerk#000009882,0,"s sleep. even, bold requests detect slyly: pen"
6601413,260117,O,35366.73,8/1/1996,3-MEDIUM,Clerk#000005823,0,ily? pending deposits are carefully final d
6601414,769708,F,75264.44,8/19/1992,2-HIGH,Clerk#000000930,0,ding braids. express warhorses wake blithely. final ideas haggle among 
6601415,470614,O,145994.74,2/13/1997,4-NOT SPECIFIED,Clerk#000000265,0,slyly according to the furiously fi
6601440,89435,O,216652.93,1/13/1997,5-LOW,Clerk#000005005,0,ithely bold requests sleep ca
6601441,129287,F,89484.92,10/7/1992,5-LOW,Clerk#000003259,0,odolites boost daringly carefully even depths. careful
6601442,923359,F,380120.59,11/19/1994,1-URGENT,Clerk#000003302,0,to the permanent packages. carefully unusual deposits
6601443,1393807,O,241791.83,5/11/1996,1-URGENT,Clerk#000001081,0,pinto beans. quickly even requests affix about
6601444,207964,F,278104.07,5/17/1993,1-URGENT,Clerk#000003836,0, theodolites wake. ironic platelets ac
6601445,248350,F,180876.84,11/9/1994,4-NOT SPECIFIED,Clerk#000000050,0,lithely ironic foxes
6601446,990826,F,68933.17,1/23/1995,4-NOT SPECIFIED,Clerk#000009393,0,about the furiously careful theodolites. sometimes un
6601447,1295951,O,211921.20,4/4/1998,1-URGENT,Clerk#000007701,0,ans haggle along the furiously fin
6601472,1044925,F,215152.20,5/9/1992,5-LOW,Clerk#000006456,0,regular dependencies. boldly
6601473,52048,O,164625.75,8/23/1996,2-HIGH,Clerk#000008085,0,uriously express excuses sleep reg
6601474,239695,F,46073.04,6/30/1994,5-LOW,Clerk#000008471,0, accounts sleep aft
6601475,1033855,O,211426.12,11/12/1995,4-NOT SPECIFIED,Clerk#000008757,0,cross the unusual requ
6601476,1497493,F,38199.22,12/8/1992,3-MEDIUM,Clerk#000004474,0,the furiously pending deposits-- carefully final packages among the acc
6601477,1340480,F,116733.15,9/19/1993,1-URGENT,Clerk#000000728,0,eas affix furiously
6601478,942484,F,59981.51,4/8/1993,3-MEDIUM,Clerk#000000190,0, regular packages cajole closely pen
6601479,314305,O,116591.05,5/21/1997,4-NOT SPECIFIED,Clerk#000009007,0,s breach. quickly even instructions sleep qu
6601504,1014274,O,116800.07,7/3/1996,5-LOW,Clerk#000006465,0,ly. regular deposits breach furiously. slyly final dolphins wake ironic
6601505,876928,O,41087.63,4/2/1996,3-MEDIUM,Clerk#000002796,0,: quickly blithe packages need to are dari
6601506,1002854,O,171303.90,9/8/1997,1-URGENT,Clerk#000002205,0,about the furiously even deposits boost quic
6601507,950401,F,61781.49,7/26/1994,1-URGENT,Clerk#000004542,0," bold, final deposits haggle carefully along the enticingly pending depo"
6601508,1366183,O,169383.86,12/18/1997,5-LOW,Clerk#000001936,0,"en dolphins are slyly across the regular, ironic sauternes. bravely bo"
6601509,920089,F,178962.18,7/7/1994,4-NOT SPECIFIED,Clerk#000002166,0,s among the slyly ironic deposits cajole carefully regular packages. 
6601510,432691,F,130693.95,7/4/1993,2-HIGH,Clerk#000006627,0,inal packages are blithely. quickly final requests cajole slyly slyl
6601511,224614,F,6470.78,10/23/1992,3-MEDIUM,Clerk#000005098,0,"ies. ironically pending requests wake across the regular, express id"
6601536,1059337,F,99396.45,7/12/1992,2-HIGH,Clerk#000007034,0," slyly final courts nag slyly at the unusual, bold pac"
6601537,754987,F,99701.09,12/10/1992,5-LOW,Clerk#000006975,0,efully. blithely enticing package
6601538,536260,F,306839.16,12/11/1994,2-HIGH,Clerk#000003984,0,ar deposits nag quickly 
6601539,897223,O,45789.35,9/18/1996,2-HIGH,Clerk#000008269,0,"ggle fluffily regular, regular depend"
6601540,100183,F,51816.68,1/5/1992,3-MEDIUM,Clerk#000004003,0,y ironic ideas boost never atop the carefull
6601541,749062,O,99744.02,10/15/1997,5-LOW,Clerk#000001889,0,"gle unusual, express packages. quic"
6601542,1483270,F,231560.85,1/12/1995,5-LOW,Clerk#000006725,0,t pinto beans use slyly blithe accounts. fluf
6601543,792946,P,99294.63,2/18/1995,5-LOW,Clerk#000002561,0,"he regular, ironic packages boost furiously never regular accounts."
6601568,1025191,O,179649.71,7/7/1995,2-HIGH,Clerk#000009268,0,r deposits breach across 
